Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
35.8	91.7	2.36	274	18.3
35.8	91.7	2.36	274	18.4
35.8	91.8	2.36	274	18.4
35.8	91.8	2.36	274	18.4
35.8	91.8	2.36	275	18.4
35.8	91.9	2.36	275	18.4
35.8	91.9	2.36	275	18.4
35.8	91.9	2.36	275	18.4
35.8	92.0	2.36	275	18.4
35.8	92.0	2.36	275	18.4
35.8	92.0	2.36	275	18.4
35.8	92.0	2.36	275	18.4
35.8	92.1	2.36	275	18.4
35.8	92.1	2.36	275	18.4
35.8	92.1	2.36	275	18.4
35.8	92.2	2.36	276	18.4
35.8	92.2	2.36	276	18.4
35.8	92.2	2.36	276	18.4
35.8	92.3	2.36	276	18.5
35.8	92.3	2.36	276	18.5
35.8	92.3	2.36	276	18.5
35.8	92.4	2.36	276	18.5
35.8	92.4	2.36	276	18.5
35.8	92.4	2.36	276	18.5
35.8	92.4	2.36	276	18.5
36.6	92.5	2.41	276	18.5
35.8	92.5	2.36	277	18.5
35.8	92.5	2.36	277	18.5
35.8	92.6	2.36	277	18.5
35.8	92.6	2.36	277	18.5
35.8	92.6	2.36	277	18.5
35.8	92.7	2.36	277	18.5
35.8	92.7	2.36	277	18.5
35.8	92.7	2.36	277	18.5
35.8	92.8	2.36	277	18.6
35.8	92.8	2.36	277	18.6
35.8	92.8	2.36	277	18.6
35.8	92.8	2.36	278	18.6
35.8	92.9	2.36	278	18.6
36.7	92.9	2.41	278	18.6
36.1	92.9	2.37	278	18.6
35.8	93.0	2.36	278	18.6
35.8	93.0	2.36	278	18.6
35.8	93.0	2.36	278	18.6
35.9	93.1	2.36	278	18.6
35.8	93.1	2.36	278	18.6
36.7	93.1	2.41	278	18.6
36.7	93.2	2.41	278	18.6
36.3	93.2	2.39	279	18.6
35.8	93.2	2.36	279	18.6
36.0	93.2	2.37	279	18.7
36.7	93.3	2.41	279	18.7
36.7	93.3	2.41	279	18.7
36.7	93.3	2.41	279	18.7
36.7	93.4	2.41	279	18.7
36.7	93.4	2.41	279	18.7
36.7	93.4	2.41	279	18.7
36.7	93.5	2.41	279	18.7
36.7	93.5	2.41	279	18.7
36.7	93.5	2.41	280	18.7
35.8	93.6	2.36	280	18.7
36.0	93.6	2.37	280	18.7
35.8	93.6	2.36	280	18.7
35.8	93.6	2.36	280	18.7
36.0	93.7	2.37	280	18.7
36.7	93.7	2.41	280	18.7
35.8	93.7	2.36	280	18.8
35.9	93.8	2.36	280	18.8
35.8	93.8	2.36	280	18.8
36.0	93.8	2.37	281	18.8
35.8	93.9	2.36	281	18.8
36.7	93.9	2.41	281	18.8
36.7	93.9	2.41	281	18.8
36.7	94.0	2.41	281	18.8
35.8	94.0	2.36	281	18.8
36.7	94.0	2.41	281	18.8
36.7	94.0	2.41	281	18.8
36.7	94.1	2.41	281	18.8
36.7	94.1	2.41	281	18.8
36.5	94.1	2.40	281	18.8
36.7	94.2	2.41	282	18.8
36.7	94.2	2.41	282	18.8
36.7	94.2	2.41	282	18.9
36.7	94.3	2.41	282	18.9
36.7	94.3	2.41	282	18.9
36.7	94.3	2.41	282	18.9
36.7	94.4	2.41	282	18.9
36.7	94.4	2.41	282	18.9
36.7	94.4	2.41	282	18.9
36.7	94.4	2.41	282	18.9
36.7	94.5	2.41	282	18.9
36.7	94.5	2.41	283	18.9
36.7	94.5	2.41	283	18.9
36.7	94.6	2.41	283	18.9
36.7	94.6	2.41	283	18.9
36.7	94.6	2.41	283	18.9
36.7	94.7	2.41	283	18.9
36.7	94.7	2.41	283	18.9
36.7	94.7	2.41	283	18.9
36.7	94.8	2.41	283	19.0
36.7	94.8	2.41	283	19.0
36.7	94.8	2.41	283	19.0
36.7	94.8	2.41	284	19.0
36.7	94.9	2.41	284	19.0
36.7	94.9	2.41	284	19.0
36.7	94.9	2.41	284	19.0
36.7	95.0	2.41	284	19.0
36.7	95.0	2.41	284	19.0
36.7	95.0	2.41	284	19.0
36.7	95.1	2.41	284	19.0
36.7	95.1	2.41	284	19.0
36.7	95.1	2.41	284	19.0
36.7	95.2	2.41	284	19.0
36.7	95.2	2.41	285	19.0
36.7	95.2	2.41	285	19.0
36.7	95.2	2.41	285	19.1
36.7	95.3	2.41	285	19.1
36.7	95.3	2.41	285	19.1
36.7	95.3	2.41	285	19.1
36.7	95.4	2.41	285	19.1
36.7	95.4	2.41	285	19.1
36.7	95.4	2.41	285	19.1
36.7	95.5	2.41	285	19.1
36.7	95.5	2.41	285	19.1
36.7	95.5	2.41	286	19.1
37.5	95.6	2.47	286	19.1
37.5	95.6	2.47	286	19.1
37.5	95.6	2.47	286	19.1
37.5	95.6	2.47	286	19.1
36.7	95.7	2.41	286	19.1
37.5	95.7	2.47	286	19.1
37.5	95.7	2.47	286	19.2
37.5	95.8	2.47	286	19.2
37.2	95.8	2.45	286	19.2
37.5	95.8	2.47	286	19.2
37.5	95.9	2.47	287	19.2
37.5	95.9	2.47	287	19.2
37.4	95.9	2.46	287	19.2
37.5	96.0	2.47	287	19.2
37.5	96.0	2.47	287	19.2
37.5	96.0	2.47	287	19.2
37.5	96.0	2.47	287	19.2
37.5	96.1	2.47	287	19.2
37.5	96.1	2.47	287	19.2
37.5	96.1	2.47	287	19.2
37.5	96.2	2.47	288	19.2
37.5	96.2	2.47	288	19.2
37.5	96.2	2.47	288	19.3
37.5	96.3	2.47	288	19.3
37.5	96.3	2.47	288	19.3
37.5	96.3	2.47	288	19.3
37.5	96.4	2.47	288	19.3
37.5	96.4	2.47	288	19.3
37.5	96.4	2.47	288	19.3
37.5	96.4	2.47	288	19.3
37.5	96.5	2.47	288	19.3
37.5	96.5	2.47	289	19.3
37.5	96.5	2.47	289	19.3
37.5	96.6	2.47	289	19.3
37.5	96.6	2.47	289	19.3
37.5	96.6	2.47	289	19.3
37.5	96.7	2.47	289	19.3
37.5	96.7	2.47	289	19.3
37.5	96.7	2.47	289	19.3
37.5	96.8	2.47	289	19.4
37.5	96.8	2.47	289	19.4
37.5	96.8	2.47	289	19.4
37.5	96.8	2.47	290	19.4
37.9	96.9	2.49	290	19.4
37.5	96.9	2.47	290	19.4
37.5	96.9	2.47	290	19.4
37.5	97.0	2.47	290	19.4
37.5	97.0	2.47	290	19.4
37.5	97.0	2.47	290	19.4
38.0	97.1	2.50	290	19.4
37.5	97.1	2.47	290	19.4
37.5	97.1	2.47	290	19.4
37.5	97.2	2.47	290	19.4
37.5	97.2	2.47	291	19.4
37.5	97.2	2.47	291	19.4
38.3	97.2	2.52	291	19.5
38.0	97.3	2.50	291	19.5
37.5	97.3	2.47	291	19.5
38.3	97.3	2.52	291	19.5
37.5	97.4	2.47	291	19.5
37.5	97.4	2.47	291	19.5
38.3	97.4	2.52	291	19.5
37.5	97.5	2.47	291	19.5
37.5	97.5	2.47	291	19.5
38.3	97.5	2.52	292	19.5
37.5	97.6	2.47	292	19.5
37.5	97.6	2.47	292	19.5
38.3	97.6	2.52	292	19.5
38.3	97.6	2.52	292	19.5
37.8	97.7	2.48	292	19.5
37.5	97.7	2.47	292	19.5
37.5	97.7	2.47	292	19.6
37.5	97.8	2.47	292	19.6
37.5	97.8	2.47	292	19.6
37.5	97.8	2.47	292	19.6
38.3	97.9	2.52	293	19.6
38.3	97.9	2.52	293	19.6
38.3	97.9	2.52	293	19.6
38.3	98.0	2.52	293	19.6
38.3	98.0	2.52	293	19.6
38.3	98.0	2.52	293	19.6
38.1	98.0	2.50	293	19.6
38.3	98.1	2.52	293	19.6
38.3	98.1	2.52	293	19.6
38.3	98.1	2.52	293	19.6
38.3	98.2	2.52	293	19.6
38.3	98.2	2.52	294	19.6
38.3	98.2	2.52	294	19.7
38.3	98.3	2.52	294	19.7
37.5	98.3	2.47	294	19.7
38.3	98.3	2.52	294	19.7
37.5	98.4	2.47	294	19.7
38.3	98.4	2.52	294	19.7
38.3	98.4	2.52	294	19.7
38.3	98.5	2.52	294	19.7
38.3	98.5	2.52	294	19.7
38.3	98.5	2.52	295	19.7
38.3	98.5	2.52	295	19.7
38.3	98.6	2.52	295	19.7
38.3	98.6	2.52	295	19.7
38.3	98.6	2.52	295	19.7
38.3	98.7	2.52	295	19.7
38.3	98.7	2.52	295	19.7
38.3	98.7	2.52	295	19.7
38.3	98.8	2.52	295	19.8
38.3	98.8	2.52	295	19.8
38.3	98.8	2.52	295	19.8
38.3	98.9	2.52	296	19.8
38.3	98.9	2.52	296	19.8
38.3	98.9	2.52	296	19.8
38.3	98.9	2.52	296	19.8
38.3	99.0	2.52	296	19.8
38.3	99.0	2.52	296	19.8
38.3	99.0	2.52	296	19.8
38.3	99.1	2.52	296	19.8
38.3	99.1	2.52	296	19.8
38.3	99.1	2.52	296	19.8
38.3	99.2	2.52	296	19.8
38.3	99.2	2.52	297	19.8
38.3	99.2	2.52	297	19.8
38.3	99.3	2.52	297	19.9
38.3	99.3	2.52	297	19.9
38.3	99.3	2.52	297	19.9
38.3	99.3	2.52	297	19.9
38.3	99.4	2.52	297	19.9
38.3	99.4	2.52	297	19.9
38.3	99.4	2.52	297	19.9
38.3	99.5	2.52	297	19.9
38.3	99.5	2.52	297	19.9
38.3	99.5	2.52	298	19.9
38.3	99.6	2.52	298	19.9
38.5	99.6	2.53	298	19.9
39.2	99.6	2.58	298	19.9
38.3	99.7	2.52	298	19.9
38.3	99.7	2.52	298	19.9
39.2	99.7	2.58	298	19.9
38.3	99.7	2.52	298	20.0
38.9	99.8	2.56	298	20.0
38.3	99.8	2.52	298	20.0
38.3	99.8	2.52	298	20.0
39.2	99.9	2.58	299	20.0
39.2	99.9	2.58	299	20.0
38.3	99.9	2.52	299	20.0
38.7	100	2.55	299	20.0
39.2	100	2.58	299	20.0
39.2	100	2.58	299	20.0
39.2	100	2.58	299	20.0
39.2	100	2.58	299	20.0
39.2	100	2.58	299	20.0
39.2	100	2.58	299	20.0
38.3	100	2.52	299	20.0
38.3	100	2.52	300	20.0
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	100	2.58	300	20.1
39.2	101	2.58	300	20.1
39.2	101	2.58	301	20.1
39.2	101	2.58	301	20.1
39.2	101	2.58	301	20.1
39.2	101	2.58	301	20.1
39.2	101	2.58	301	20.1
39.2	101	2.58	301	20.1
39.2	101	2.58	301	20.1
39.2	101	2.58	301	20.2
39.2	101	2.58	301	20.2
39.2	101	2.58	301	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	302	20.2
39.2	101	2.58	303	20.2
39.2	101	2.58	303	20.2
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	101	2.58	303	20.3
39.2	102	2.58	304	20.3
40.0	102	2.63	304	20.3
39.2	102	2.58	304	20.3
39.2	102	2.58	304	20.3
40.0	102	2.63	304	20.3
39.2	102	2.58	304	20.3
39.2	102	2.58	304	20.3
39.2	102	2.58	304	20.4
39.2	102	2.58	304	20.4
40.0	102	2.63	304	20.4
39.2	102	2.58	304	20.4
40.0	102	2.63	305	20.4
39.2	102	2.58	305	20.4
39.2	102	2.58	305	20.4
39.2	102	2.58	305	20.4
39.2	102	2.58	305	20.4
39.5	102	2.60	305	20.4
39.2	102	2.58	305	20.4
40.0	102	2.63	305	20.4
40.0	102	2.63	305	20.4
40.0	102	2.63	305	20.4
40.0	102	2.63	305	20.4
40.0	102	2.63	306	20.4
40.0	102	2.63	306	20.5
39.2	102	2.58	306	20.5
39.2	102	2.58	306	20.5
40.0	102	2.63	306	20.5
40.0	102	2.63	306	20.5
39.3	102	2.58	306	20.5
40.0	102	2.63	306	20.5
40.0	102	2.63	306	20.5
40.0	102	2.63	306	20.5
40.0	103	2.63	306	20.5
40.0	103	2.63	307	20.5
40.0	103	2.63	307	20.5
39.4	103	2.59	307	20.5
40.0	103	2.63	307	20.5
40.0	103	2.63	307	20.5
40.0	103	2.63	307	20.5
40.0	103	2.63	307	20.6
40.0	103	2.63	307	20.6
40.0	103	2.63	307	20.6
40.0	103	2.63	307	20.6
40.0	103	2.63	307	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	308	20.6
40.0	103	2.63	309	20.6
40.0	103	2.63	309	20.7
40.0	103	2.63	309	20.7
40.0	103	2.63	309	20.7
40.0	103	2.63	309	20.7
40.0	103	2.63	309	20.7
40.0	103	2.63	309	20.7
40.0	103	2.63	309	20.7
40.0	103	2.63	309	20.7
40.0	104	2.63	309	20.7
40.0	104	2.63	310	20.7
40.0	104	2.63	310	20.7
40.0	104	2.63	310	20.7
40.0	104	2.63	310	20.7
40.0	104	2.63	310	20.7
40.0	104	2.63	310	20.7
40.0	104	2.63	310	20.7
40.0	104	2.63	310	20.8
40.0	104	2.63	310	20.8
40.0	104	2.63	310	20.8
40.8	104	2.69	310	20.8
40.0	104	2.63	311	20.8
40.0	104	2.63	311	20.8
40.8	104	2.69	311	20.8
40.8	104	2.68	311	20.8
40.0	104	2.63	311	20.8
40.8	104	2.69	311	20.8
40.7	104	2.68	311	20.8
40.8	104	2.69	311	20.8
40.8	104	2.69	311	20.8
40.0	104	2.63	311	20.8
40.8	104	2.69	311	20.8
40.0	104	2.63	312	20.8
40.8	104	2.69	312	20.9
40.8	104	2.69	312	20.9
40.8	104	2.69	312	20.9
40.0	104	2.63	312	20.9
40.8	104	2.69	312	20.9
40.8	104	2.69	312	20.9
40.8	104	2.69	312	20.9
40.8	104	2.69	312	20.9
40.0	104	2.63	312	20.9
40.0	105	2.63	312	20.9
40.0	105	2.63	313	20.9
40.7	105	2.68	313	20.9
40.0	105	2.63	313	20.9
40.8	105	2.69	313	20.9
40.8	105	2.69	313	20.9
40.8	105	2.69	313	20.9
40.8	105	2.69	313	21.0
40.8	105	2.69	313	21.0
40.8	105	2.69	313	21.0
40.8	105	2.69	313	21.0
40.8	105	2.69	313	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.3	105	2.65	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	314	21.0
40.8	105	2.69	315	21.0
40.8	105	2.69	315	21.1
40.8	105	2.69	315	21.1
40.8	105	2.69	315	21.1
40.8	105	2.69	315	21.1
40.8	105	2.69	315	21.1
40.8	105	2.69	315	21.1
40.8	105	2.69	315	21.1
40.8	105	2.69	315	21.1
40.8	106	2.69	315	21.1
41.7	106	2.74	315	21.1
40.8	106	2.69	316	21.1
40.8	106	2.69	316	21.1
40.8	106	2.69	316	21.1
40.8	106	2.69	316	21.1
41.7	106	2.74	316	21.1
40.8	106	2.69	316	21.1
40.8	106	2.69	316	21.2
40.8	106	2.69	316	21.2
41.7	106	2.74	316	21.2
40.8	106	2.69	316	21.2
40.8	106	2.69	317	21.2
40.8	106	2.69	317	21.2
40.8	106	2.69	317	21.2
40.8	106	2.69	317	21.2
40.8	106	2.69	317	21.2
40.8	106	2.69	317	21.2
40.9	106	2.69	317	21.2
40.8	106	2.69	317	21.2
40.8	106	2.69	317	21.2
40.9	106	2.69	317	21.2
41.7	106	2.74	317	21.2
40.8	106	2.69	318	21.2
41.7	106	2.74	318	21.3
41.2	106	2.71	318	21.3
41.7	106	2.74	318	21.3
40.8	106	2.69	318	21.3
41.7	106	2.74	318	21.3
40.8	106	2.69	318	21.3
41.7	106	2.74	318	21.3
40.8	106	2.69	318	21.3
40.8	106	2.69	318	21.3
41.7	107	2.74	318	21.3
41.7	107	2.74	319	21.3
41.7	107	2.74	319	21.3
41.7	107	2.74	319	21.3
41.7	107	2.74	319	21.3
41.7	107	2.74	319	21.3
41.7	107	2.74	319	21.3
41.7	107	2.74	319	21.4
41.7	107	2.74	319	21.4
40.8	107	2.69	319	21.4
41.7	107	2.74	319	21.4
41.7	107	2.74	319	21.4
41.7	107	2.74	320	21.4
41.7	107	2.74	320	21.4
41.7	107	2.74	320	21.4
41.7	107	2.74	320	21.4
41.7	107	2.74	320	21.4
41.0	107	2.70	320	21.4
41.7	107	2.74	320	21.4
41.7	107	2.74	320	21.4
41.7	107	2.74	320	21.4
40.8	107	2.69	320	21.4
41.7	107	2.74	320	21.4
41.7	107	2.74	321	21.4
41.7	107	2.74	321	21.5
41.7	107	2.74	321	21.5
41.7	107	2.74	321	21.5
41.7	107	2.74	321	21.5
41.7	107	2.74	321	21.5
41.7	107	2.74	321	21.5
41.7	107	2.74	321	21.5
41.7	107	2.74	321	21.5
41.7	108	2.74	321	21.5
41.7	108	2.74	321	21.5
41.7	108	2.74	322	21.5
41.7	108	2.74	322	21.5
41.7	108	2.74	322	21.5
41.7	108	2.74	322	21.5
41.7	108	2.74	322	21.5
41.7	108	2.74	322	21.5
41.7	108	2.74	322	21.6
41.7	108	2.74	322	21.6
41.7	108	2.74	322	21.6
41.7	108	2.74	322	21.6
41.7	108	2.74	322	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	323	21.6
42.1	108	2.77	323	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	323	21.6
41.7	108	2.74	324	21.6
41.7	108	2.74	324	21.7
41.7	108	2.74	324	21.7
41.7	108	2.74	324	21.7
41.7	108	2.74	324	21.7
41.9	108	2.76	324	21.7
41.7	108	2.74	324	21.7
41.7	108	2.74	324	21.7
41.9	108	2.75	324	21.7
41.7	108	2.74	324	21.7
41.7	109	2.74	324	21.7
41.7	109	2.74	325	21.7
41.7	109	2.74	325	21.7
41.7	109	2.74	325	21.7
41.7	109	2.74	325	21.7
41.7	109	2.74	325	21.7
42.5	109	2.80	325	21.7
42.5	109	2.79	325	21.8
41.7	109	2.74	325	21.8
41.9	109	2.76	325	21.8
42.5	109	2.80	325	21.8
41.7	109	2.74	325	21.8
42.5	109	2.80	326	21.8
42.5	109	2.80	326	21.8
41.7	109	2.74	326	21.8
42.5	109	2.80	326	21.8
41.7	109	2.74	326	21.8
41.8	109	2.75	326	21.8
42.5	109	2.80	326	21.8
41.8	109	2.75	326	21.8
42.5	109	2.80	326	21.8
42.5	109	2.80	326	21.8
42.5	109	2.80	326	21.8
42.5	109	2.80	327	21.8
42.5	109	2.80	327	21.9
42.5	109	2.80	327	21.9
42.5	109	2.80	327	21.9
42.5	109	2.80	327	21.9
42.5	109	2.80	327	21.9
42.5	109	2.80	327	21.9
42.5	109	2.80	327	21.9
42.5	109	2.80	327	21.9
42.5	110	2.80	327	21.9
42.5	110	2.80	327	21.9
42.5	110	2.80	328	21.9
42.5	110	2.80	328	21.9
42.5	110	2.80	328	21.9
42.5	110	2.80	328	21.9
42.5	110	2.80	328	21.9
42.5	110	2.80	328	21.9
42.5	110	2.80	328	22.0
42.5	110	2.80	328	22.0
42.5	110	2.80	328	22.0
42.5	110	2.80	328	22.0
42.5	110	2.80	328	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	329	22.0
42.5	110	2.80	330	22.1
42.5	110	2.80	330	22.1
42.5	110	2.80	330	22.1
43.2	110	2.84	330	22.1
42.5	110	2.80	330	22.1
42.5	110	2.80	330	22.1
42.5	110	2.80	330	22.1
42.5	110	2.80	330	22.1
42.5	110	2.80	330	22.1
42.5	111	2.80	330	22.1
42.5	111	2.80	331	22.1
42.5	111	2.80	331	22.1
42.5	111	2.80	331	22.1
42.5	111	2.80	331	22.1
42.5	111	2.80	331	22.1
42.5	111	2.80	331	22.1
42.5	111	2.80	331	22.2
42.9	111	2.82	331	22.2
42.5	111	2.80	331	22.2
42.5	111	2.80	331	22.2
42.5	111	2.80	331	22.2
42.5	111	2.80	332	22.2
42.5	111	2.80	332	22.2
42.5	111	2.80	332	22.2
42.5	111	2.80	332	22.2
42.5	111	2.80	332	22.2
42.5	111	2.80	332	22.2
42.5	111	2.80	332	22.2
42.5	111	2.80	332	22.2
43.3	111	2.85	332	22.2
43.3	111	2.85	332	22.2
42.5	111	2.80	332	22.2
43.3	111	2.85	333	22.2
43.3	111	2.85	333	22.3
43.3	111	2.85	333	22.3
42.5	111	2.80	333	22.3
43.3	111	2.85	333	22.3
43.3	111	2.85	333	22.3
43.3	111	2.85	333	22.3
43.3	111	2.85	333	22.3
43.3	111	2.85	333	22.3
42.5	112	2.80	333	22.3
42.5	112	2.80	333	22.3
43.3	112	2.85	334	22.3
43.3	112	2.85	334	22.3
42.7	112	2.81	334	22.3
42.5	112	2.80	334	22.3
43.3	112	2.85	334	22.3
43.3	112	2.85	334	22.3
43.3	112	2.85	334	22.4
43.3	112	2.85	334	22.4
43.3	112	2.85	334	22.4
43.3	112	2.85	334	22.4
43.1	112	2.83	334	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	335	22.4
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	112	2.85	336	22.5
43.3	113	2.85	336	22.5
43.3	113	2.85	336	22.5
43.3	113	2.85	337	22.5
43.3	113	2.85	337	22.5
43.3	113	2.85	337	22.5
43.3	113	2.85	337	22.5
43.3	113	2.85	337	22.5
43.3	113	2.85	337	22.6
43.3	113	2.85	337	22.6
43.3	113	2.85	337	22.6
43.3	113	2.85	337	22.6
43.3	113	2.85	337	22.6
43.3	113	2.85	337	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.3	113	2.85	338	22.6
43.8	113	2.88	339	22.7
43.3	113	2.85	339	22.7
44.2	113	2.91	339	22.7
43.3	113	2.85	339	22.7
43.3	113	2.85	339	22.7
43.3	113	2.85	339	22.7
43.5	113	2.86	339	22.7
44.2	113	2.91	339	22.7
43.3	113	2.85	339	22.7
44.2	114	2.91	339	22.7
44.2	114	2.91	339	22.7
44.2	114	2.91	340	22.7
44.1	114	2.90	340	22.7
43.7	114	2.87	340	22.7
44.2	114	2.91	340	22.7
44.2	114	2.91	340	22.7
43.3	114	2.85	340	22.7
44.2	114	2.91	340	22.8
43.3	114	2.85	340	22.8
44.2	114	2.91	340	22.8
44.2	114	2.91	340	22.8
44.2	114	2.91	340	22.8
44.2	114	2.91	341	22.8
43.3	114	2.85	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	341	22.8
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	114	2.91	342	22.9
44.2	115	2.91	342	22.9
44.2	115	2.91	342	22.9
44.2	115	2.91	343	22.9
44.2	115	2.91	343	22.9
44.2	115	2.91	343	22.9
45.0	115	2.96	343	22.9
44.2	115	2.91	343	22.9
44.2	115	2.91	343	23.0
44.2	115	2.91	343	23.0
44.2	115	2.91	343	23.0
44.2	115	2.91	343	23.0
44.2	115	2.91	343	23.0
44.2	115	2.91	343	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.0
45.0	115	2.96	344	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.0
44.2	115	2.91	344	23.1
44.2	115	2.91	345	23.1
44.2	115	2.91	345	23.1
44.2	115	2.91	345	23.1
44.2	115	2.91	345	23.1
44.2	115	2.91	345	23.1
44.2	115	2.91	345	23.1
44.2	115	2.91	345	23.1
44.2	115	2.91	345	23.1
45.0	116	2.96	345	23.1
44.2	116	2.91	345	23.1
44.2	116	2.91	346	23.1
44.2	116	2.91	346	23.1
44.5	116	2.93	346	23.1
44.2	116	2.91	346	23.1
44.2	116	2.91	346	23.1
45.0	116	2.96	346	23.1
44.9	116	2.96	346	23.2
44.2	116	2.91	346	23.2
44.6	116	2.94	346	23.2
44.2	116	2.91	346	23.2
44.2	116	2.91	346	23.2
44.2	116	2.91	347	23.2
44.4	116	2.92	347	23.2
44.2	116	2.91	347	23.2
45.0	116	2.96	347	23.2
44.2	116	2.91	347	23.2
45.0	116	2.96	347	23.2
45.0	116	2.96	347	23.2
45.0	116	2.96	347	23.2
45.0	116	2.96	347	23.2
45.0	116	2.96	347	23.2
45.0	116	2.96	347	23.2
45.0	116	2.96	348	23.3
45.0	116	2.96	348	23.3
45.0	116	2.96	348	23.3
45.0	116	2.96	348	23.3
45.0	116	2.96	348	23.3
45.0	116	2.96	348	23.3
44.2	116	2.91	348	23.3
45.0	116	2.96	348	23.3
45.0	116	2.96	348	23.3
45.0	117	2.96	348	23.3
45.0	117	2.96	348	23.3
45.0	117	2.96	349	23.3
45.0	117	2.96	349	23.3
45.0	117	2.96	349	23.3
45.0	117	2.96	349	23.3
45.0	117	2.96	349	23.3
45.0	117	2.96	349	23.4
45.0	117	2.96	349	23.4
45.0	117	2.96	349	23.4
45.0	117	2.96	349	23.4
45.0	117	2.96	349	23.4
45.0	117	2.96	349	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.4
45.0	117	2.96	350	23.5
45.0	117	2.96	351	23.5
45.0	117	2.96	351	23.5
45.0	117	2.96	351	23.5
45.0	117	2.96	351	23.5
45.0	117	2.96	351	23.5
45.0	117	2.96	351	23.5
45.0	117	2.96	351	23.5
45.0	117	2.96	351	23.5
45.0	118	2.96	351	23.5
